,0
0.0,0.034068204099099504
1.0,0.18843262926812704
1.25,0.218502349825355
1.5,0.2747545508420704
1.75,0.2833361260771484
2.0,0.2923745339639023
2.25,0.38476368090949414
2.5,0.4113815255751624
2.75,0.4008490287853319
3.0,0.4392525220887361
4.0,0.4423012334483271
