,0
0.0,0.0282553034873927
1.0,0.18674733715465283
1.25,0.2472314602062769
1.5,0.27223880148278234
1.75,0.25774837848902643
2.0,0.2881626478855736
2.25,0.3922706124457615
2.5,0.42503551989803157
2.75,0.4045136520557519
3.0,0.424858540417258
4.0,0.4422853704040081
