area,bankssts,caudalanteriorcingulate,caudalmiddlefrontal,cuneus,entorhinal,frontalpole,fusiform,inferiorparietal,inferiortemporal,insula,isthmuscingulate,lateraloccipital,lateralorbitofrontal,lingual,medialorbitofrontal,middletemporal,paracentral,parahippocampal,parsopercularis,parsorbitalis,parstriangularis,pericalcarine,postcentral,posteriorcingulate,precentral,precuneus,rostralanteriorcingulate,rostralmiddlefrontal,superiorfrontal,superiorparietal,superiortemporal,supramarginal,temporalpole,transversetemporal
bankssts,1.0,0.016234845080532603,0.014516641411149634,0.017319671240780547,-0.0169826085869331,0.00585670943720382,0.0014872722926827743,-0.02365292721999088,0.031085559129988657,-0.004744961167931794,0.00858167441524924,0.005233535208155334,-0.01240339341163759,-0.004639666421849554,0.00389174658288873,0.051217921239382055,0.011571273231546315,0.0188835202115937,0.021007804103381166,0.009321383113627056,-0.0035282353691008825,-0.010813361332164135,0.016683895454873452,-0.03161123994945766,0.007873427620340163,-0.020084191705274573,0.016679202897911943,0.03887857542344421,0.03136905902046288,0.029897560949657297,0.03847878865496752,0.05584515494850349,-0.026483421444326926,-0.0034739164259402033
caudalanteriorcingulate,0.016234845080532603,1.0,0.0002857843522587622,-0.026306478777654654,0.00946153980691006,-0.00931296232322021,-0.0331142308460605,0.021222388047763194,0.01626468637881299,-0.053572260732535876,0.03394328377097019,0.002878553190689579,-0.023870913178298907,0.003536389091635009,-0.03796991443401827,0.02056677765023381,0.034057183385640837,0.00044556590866561485,-0.018928733978902202,0.0038388870825446374,0.007998304906505944,0.009612899023100571,0.02371865978668717,0.056751580266899436,0.012453964543080743,0.016863871459525077,0.03526880919817519,0.00022180794640929132,0.03968462574574859,0.0019020231788124391,-0.0039024109511905697,-0.0022137626159179228,0.015184565228251507,0.009086020269669117
caudalmiddlefrontal,0.014516641411149634,0.0002857843522587622,1.0,0.015729615385306397,0.016010565118763018,-0.010124400216617199,0.019302008068901373,-0.009529552760531981,0.0008242268458907246,0.015732277505465513,0.034766788359153554,-0.0027053005312264004,-0.020015889532449076,-0.004040076823899464,0.01466342552665496,0.012212566690386634,0.024087561248248235,0.034037405400969174,0.039201752827768235,0.019156847586777475,0.014473183370495928,0.03978330932343288,0.013932337405543074,0.03800582751801092,0.06906766378836747,-0.0018077091192338602,-0.005389586849694739,0.05771073511877869,0.025931740895699818,0.03544355933153978,0.014101757801886236,-0.0009325081088004764,0.002954198788255119,-0.004474341005194761
cuneus,0.017319671240780547,-0.026306478777654654,0.015729615385306397,1.0,0.0022252660038752647,0.037420382534971035,0.006158304779225828,0.04349128822045624,-0.007526882496621006,0.03244322755239499,0.022914596116018492,0.0371951253250849,-0.01049435100302286,0.11466667920530436,-0.0029148317126279724,-0.02569005824948234,0.02213949687126539,0.03754230523021353,0.012509248154519929,-0.0023541620487188986,0.005979314031035657,0.2508636510174715,-0.009428483109597995,0.019512624736326152,0.0056835145060429495,0.09083236157940995,-0.01317516581085214,-0.029644991145603414,-0.01740717585091243,0.04795505988604137,0.016531406654452022,0.006612484180330596,-0.0048748809136876835,0.019342125650720632
entorhinal,-0.0169826085869331,0.00946153980691006,0.016010565118763018,0.0022252660038752647,1.0,0.004874384028923462,0.03689379120130726,0.022113905829019193,-0.016896764212121773,0.03250745609698618,0.01849777498582511,-0.005191485981751235,0.021931221364187955,0.017082201956304298,-0.011119437460154254,0.003753675382782048,0.04111175174306004,0.12317044440179484,-0.01016417122656902,-0.02580259011734291,0.00489056460258016,-0.011715505797419328,0.03540523349980415,0.006852705911873191,0.020926794701980674,0.032112561322808174,-0.022551418604899988,0.010994713881696103,-0.010634915702436635,0.020976919231845758,0.0031440602279130185,-0.006765882117379117,0.05989062131420497,-0.006729084013794904
frontalpole,0.00585670943720382,-0.00931296232322021,-0.010124400216617199,0.037420382534971035,0.004874384028923462,1.0,0.014750826995142038,0.01100260504780286,0.02335816406441392,-0.0009256974894329115,-0.019267856533004026,-0.013059798576362955,0.009608394709200267,-0.001647033988417259,0.03536338524766063,0.014501030120624156,0.010245056960304618,-0.013663816884032523,-0.00015143434402059214,0.024770022201743912,-0.011066974076494093,-0.01790036684558641,-0.013866805606386704,-0.005700287067614029,0.015309078192504573,0.023657238135190557,-0.018973592093935884,0.04470940009113831,-0.004654274213990911,-0.04353526522321104,0.010462836878144751,-0.0263595544734109,-0.03249851092709864,0.041223697750948626
fusiform,0.0014872722926827743,-0.0331142308460605,0.019302008068901373,0.006158304779225828,0.03689379120130726,0.014750826995142038,1.0,0.006192978288379014,0.0916596386874433,-0.014705373317338725,0.001471398223018144,0.023199668983498137,-0.027483873481053935,0.049676698188007164,-0.007058628196099417,0.0210013632825678,0.009381993779190516,0.05626461169222769,-0.001013448723814055,0.007993641973769257,0.018785398727401453,0.024438736600054325,0.00418392894372801,-0.012290260971001556,-0.0002808542818804258,0.008530284429676164,-0.013540612021086295,0.025054128145004576,-0.031523639324351024,-0.016516972876209922,0.026132359241102063,0.03868910930770757,-0.01576644203027091,0.036291157180784676
inferiorparietal,-0.02365292721999088,0.021222388047763194,-0.009529552760531981,0.04349128822045624,0.022113905829019193,0.01100260504780286,0.006192978288379014,1.0,0.025057177356523786,0.008354334988272705,0.020986294748973296,0.03555928138088403,0.03836291541283153,0.024783206142867994,-0.003909739285605616,0.053986846112606325,-0.016054566240914607,0.0093885685324773,-0.035140114188107655,0.00895505545550884,-3.6766543301843625e-05,0.024535995585959446,-0.025569963924344588,0.0315492075247165,0.0020864099201146845,0.032411113613560985,0.006478545720310278,-0.039355664136574486,0.018491404051465748,0.07846878208985572,-0.00441254079106805,0.0475172625138352,-0.05600133000284028,-0.001665168490712358
inferiortemporal,0.031085559129988657,0.01626468637881299,0.0008242268458907246,-0.007526882496621006,-0.016896764212121773,0.02335816406441392,0.0916596386874433,0.025057177356523786,1.0,-0.02939309769019771,0.002694523202225258,0.019435280634242692,0.010947247295464261,0.021965990308644667,-0.023965620110196154,0.08593254745535508,-0.007201104030758005,-0.015018432773032032,-0.024266903797108753,0.021168790615991747,-0.005649575996366609,0.030588080356937927,0.003075978715875796,-0.03529779362887983,-0.015171928661466057,0.004010977911505349,-0.015728839949420852,-0.01209632777045502,0.0044245473747218,-0.01287995729890805,0.008355608416435083,0.017411964351628822,-0.013779820917766418,0.02029736207881184
insula,-0.004744961167931794,-0.053572260732535876,0.015732277505465513,0.03244322755239499,0.03250745609698618,-0.0009256974894329115,-0.014705373317338725,0.008354334988272705,-0.02939309769019771,1.0,0.015376243326946797,0.00022924551440096317,0.0412314442894702,0.027466931796270914,0.010718171779433048,-0.021848969917774973,0.008508447660742168,0.01147533243763551,0.028296716035782446,-0.0031581165562884895,0.0032340295613420707,0.02952385918654227,-0.012781923964002,-0.016060398840489234,0.006906074317415757,-0.02004915192382141,-0.02250657438290961,0.009821099851564099,-0.033965838780519834,0.04931053073563712,0.032951817674873485,0.01873524785441915,0.0647014060907085,0.028974817641074412
