,0
0.0,-0.025178111854487897
1.0,0.3851137305227585
1.5,0.43066244699535766
1.6,0.44363030708803136
1.7,0.4684052145795945
1.8,0.46865711875041294
1.9,0.4657032133281434
2.0,0.32551511520395326
2.2,0.3192829327714911
2.4,0.40229164068792994
2.6,0.4636993037337811
2.8,0.46378640213619077
3.0,0.48639873282985197
